Date,Open,High,Low,Last,Change,Settle,Volume,Prev. Day Open Interest
2002-05-01,0.7615,0.7615,0.7615,,,0.7615,0.0,0.0
2002-05-02,0.7659999999999999,0.7659999999999999,0.7659999999999999,,,0.7659999999999999,0.0,0.0
2002-05-03,0.754,0.754,0.754,,,0.754,0.0,0.0
2002-05-06,0.746,0.746,0.746,,,0.746,0.0,0.0
2002-05-07,0.7559999999999999,0.7559999999999999,0.7559999999999999,,,0.7559999999999999,0.0,0.0
2002-05-08,0.762,0.762,0.762,,,0.762,0.0,0.0
2002-05-09,0.759,0.759,0.759,,,0.759,0.0,0.0
2002-05-10,0.7675,0.7675,0.7675,,,0.7675,0.0,0.0
2002-05-13,0.7675,0.7675,0.7675,,,0.7675,0.0,0.0
2002-05-14,0.7759999999999999,0.7759999999999999,0.7759999999999999,,,0.7759999999999999,0.0,0.0
2002-05-15,0.78,0.78,0.78,,,0.78,0.0,0.0
2002-05-16,0.7709999999999999,0.7709999999999999,0.7709999999999999,,,0.7709999999999999,0.0,0.0
2002-05-17,0.762,0.762,0.762,,,0.762,0.0,0.0
2002-05-20,0.759,0.759,0.759,,,0.759,0.0,0.0
2002-05-21,0.762,0.762,0.762,,,0.762,0.0,0.0
2002-05-22,0.7635,0.7635,0.7635,,,0.7635,0.0,0.0
2002-05-23,0.7709999999999999,0.7709999999999999,0.7709999999999999,,,0.7709999999999999,0.0,0.0
2002-05-24,0.774,0.774,0.774,,,0.774,0.0,0.0
2002-05-28,0.7909999999999999,0.7909999999999999,0.7909999999999999,,,0.7909999999999999,0.0,0.0
2002-05-29,0.785,0.785,0.785,,,0.785,0.0,0.0
2002-05-30,0.7865,0.7865,0.7865,,,0.7865,0.0,0.0
2002-05-31,0.799,0.799,0.799,,,0.799,0.0,0.0
2002-06-03,0.8105,0.8105,0.8105,,,0.8105,0.0,0.0
2002-06-04,0.8185,0.8185,0.8185,,,0.8185,0.0,0.0
2002-06-05,0.816,0.816,0.816,,,0.816,0.0,0.0
2002-06-06,0.812,0.812,0.812,,,0.812,0.0,0.0
2002-06-07,0.8140000000000001,0.8140000000000001,0.8140000000000001,,,0.8140000000000001,0.0,0.0
2002-06-10,0.815,0.815,0.815,,,0.815,0.0,0.0
2002-06-11,0.8,0.8,0.8,,,0.8,0.0,0.0
2002-06-12,0.8009999999999999,0.8009999999999999,0.8009999999999999,,,0.8009999999999999,0.0,0.0
2002-06-13,0.804,0.804,0.804,,,0.804,0.0,0.0
2002-06-14,0.8035,0.8035,0.8035,,,0.8035,0.0,0.0
2002-06-17,0.7995,0.7995,0.7995,,,0.7995,0.0,0.0
2002-06-18,0.799,0.799,0.799,,,0.799,0.0,0.0
2002-06-19,0.7965,0.7965,0.7965,,,0.7965,0.0,0.0
2002-06-20,0.7905,0.7905,0.7905,,,0.7905,0.0,0.0
